player_id,team_id,class_year,height_in,weight,SC,SH,ID,OD,PS,BH,RB,ST,AG,ND,IQ,FT,CH,rt_PG,rt_SG,rt_SF,rt_PF,rt_C,argmax_position,top1_rt,top2_rt,rt_margin
db212d09-17de-4c97-a510-d2691a00fce9,69a6fcb68d2c56aa82e48a53,JR,70,173,60,42,15,19,22,24,31,12,75,13,8,71,69,28,40,39,24,18,SG,40,39,1
f196e4a5-2ab1-41cc-8e81-e2a6ea5667cb,69a6fcb68d2c56aa82e48a53,SR,72,180,39,102,17,57,78,49,20,24,54,73,70,115,12,66,78,50,33,15,SG,78,66,12
08c06811-1738-4349-84fc-727e174a5172,69a6fcb68d2c56aa82e48a54,FR,67,169,6,21,17,1,9,24,10,10,10,24,24,9,84,17,12,11,11,6,PG,17,12,5
0df15c02-a4d1-437b-b102-45f42b25e50b,69a6fcb68d2c56aa82e48a54,JR,76,232,39,22,91,12,20,8,88,83,29,53,65,25,76,28,24,49,76,55,PF,76,55,21
131abe35-8f84-41ce-ba4c-154556289954,69a6fcb68d2c56aa82e48a54,SR,75,221,96,91,99,87,81,58,84,68,94,73,60,75,45,71,88,85,76,52,SG,88,85,3
26e15606-2eca-4616-840a-d14b87174395,69a6fcb68d2c56aa82e48a54,SR,84,260,93,8,103,6,57,13,95,105,28,40,56,29,41,32,24,58,87,99,C,99,87,12
560d1d61-4ddb-4ac8-b68b-00181e488c48,69a6fcb68d2c56aa82e48a54,JR,70,178,19,29,25,40,17,20,18,24,39,63,10,73,98,24,32,31,22,13,SG,32,31,1
778e8352-eecb-4870-a280-a0eb90222551,69a6fcb68d2c56aa82e48a54,JR,77,225,46,24,61,28,81,22,61,67,14,25,17,53,44,31,30,40,59,55,PF,59,55,4
7acb9670-0995-45e3-8ca8-1c7f8a601f92,69a6fcb68d2c56aa82e48a54,SR,74,203,9,13,30,11,20,3,23,24,13,31,22,11,54,13,13,17,23,13,PF,23,17,6
7c10c995-0d1a-4c1b-b4eb-7198ad81c9b2,69a6fcb68d2c56aa82e48a54,FR,70,177,22,45,10,18,8,12,9,8,35,14,13,39,56,18,31,23,12,7,SG,31,23,8
83608be4-5065-4df6-9276-5e69376c15aa,69a6fcb68d2c56aa82e48a54,SR,70,177,36,57,45,91,82,79,25,34,77,85,66,95,79,77,69,59,35,21,PG,77,69,8
86616c6a-eba9-4759-9169-6835ad265c93,69a6fcb68d2c56aa82e48a54,SR,68,203,43,33,58,7,52,41,15,34,44,33,21,31,49,34,29,36,28,22,SF,36,34,2
a418d593-af98-4500-89c4-5cd39a5f8e10,69a6fcb68d2c56aa82e48a54,JR,71,188,4,48,5,3,3,50,14,12,45,4,31,27,26,32,28,23,13,5,PG,32,28,4
a699d851-8d4e-4987-936d-293b04a7b1f8,69a6fcb68d2c56aa82e48a54,SR,72,182,19,11,47,95,46,48,33,35,70,54,86,14,96,61,44,48,35,20,PG,61,48,13
b17a21bc-790e-4893-82d5-362dd8ec19a2,69a6fcb68d2c56aa82e48a54,SO,69,158,11,43,18,55,35,46,16,25,49,30,13,83,42,39,44,36,21,10,SG,44,39,5
d9449124-4ca6-4437-b192-554be3a5d00a,69a6fcb68d2c56aa82e48a54,JR,73,213,29,9,49,12,25,5,43,90,14,6,28,19,87,16,14,38,50,32,PF,50,38,12
da0cf556-b8b9-47d1-91f9-a80595359f4e,69a6fcb68d2c56aa82e48a54,SO,74,186,53,48,55,84,58,47,58,52,75,85,63,91,81,61,64,63,54,33,SG,64,63,1
030d9bd9-125d-4ad5-a49c-12b528d7ae89,69a6fcb68d2c56aa82e48a55,JR,72,176,35,35,24,46,46,31,33,17,19,89,87,70,14,50,41,31,32,16,PG,50,41,9
042c7d34-fc6b-4647-8f21-e97bbd9249a3,69a6fcb68d2c56aa82e48a55,SR,72,180,31,19,17,27,14,31,28,33,65,65,73,9,33,40,29,38,28,16,PG,40,38,2
288e9c54-faa6-4cc4-a002-8f724c6a2ab0,69a6fcb68d2c56aa82e48a55,SO,73,159,26,28,8,35,29,41,14,9,26,24,27,27,86,32,29,21,16,9,PG,32,29,3
2f7736fc-8bf6-45ea-814f-d32179ad4fc7,69a6fcb68d2c56aa82e48a55,JR,70,179,26,41,28,54,28,10,12,20,46,63,41,74,31,33,44,37,22,13,SG,44,37,7
5333d083-f227-45cf-b875-0947a413c859,69a6fcb68d2c56aa82e48a55,SR,74,209,51,21,91,25,44,12,83,69,27,77,39,25,93,27,28,46,65,44,PF,65,46,19
6f819926-c6b3-44d7-a7a2-e13167b86da4,69a6fcb68d2c56aa82e48a55,FR,68,159,27,18,29,12,18,11,16,2,10,26,10,26,54,13,17,13,14,11,SG,17,14,3
81ae60d5-11da-4775-b0d7-286f9e21c7ed,69a6fcb68d2c56aa82e48a55,JR,73,188,74,57,67,73,67,41,50,76,65,75,28,80,42,50,64,68,58,40,SF,68,64,4
9264eb54-5820-4fe0-8d7e-2c10371be07a,69a6fcb68d2c56aa82e48a55,SO,74,160,26,2,23,4,11,19,41,20,17,38,26,40,60,18,10,18,28,16,PF,28,18,10
a2aa2719-0f09-47d7-8c99-ad208f20b847,69a6fcb68d2c56aa82e48a55,SR,79,265,34,4,72,11,29,8,52,80,9,13,34,41,43,20,14,38,60,76,C,76,60,16
a490f32e-54e3-44d3-b805-b3e43b524fda,69a6fcb68d2c56aa82e48a55,SO,73,173,18,15,19,35,17,15,23,21,50,31,32,51,50,27,27,31,23,12,SF,31,27,4
c4d4afa3-c08a-47db-92b7-dd882f03000e,69a6fcb68d2c56aa82e48a55,JR,70,179,81,63,35,77,85,46,32,38,74,113,42,85,21,60,71,60,38,28,SG,71,60,11
c6467e5b-fd10-46e3-88a0-9941391cc6b7,69a6fcb68d2c56aa82e48a55,SR,76,227,91,69,92,70,61,55,88,82,71,92,64,90,43,64,72,78,84,63,PF,84,78,6
d56e27a3-92ef-4c0a-a882-6b158131331e,69a6fcb68d2c56aa82e48a55,FR,66,149,6,30,10,28,23,22,10,5,31,14,18,34,29,24,26,19,10,5,SG,26,24,2
efbe97ca-5e68-4151-97e2-9b2c751a3e82,69a6fcb68d2c56aa82e48a55,SO,69,163,17,50,16,58,60,85,9,5,72,90,67,91,58,71,54,41,18,7,PG,71,54,17
efc6434e-25d0-4f55-9fb8-a3023cbf0371,69a6fcb68d2c56aa82e48a55,SR,71,180,11,56,9,13,22,11,9,9,47,39,10,75,20,22,37,27,14,6,SG,37,27,10
068c0b8a-c772-4542-a6ec-0cd6f21329ba,69a6fcb68d2c56aa82e48a56,JR,75,209,29,12,77,59,60,42,69,51,15,29,94,22,59,54,33,40,55,34,PF,55,54,1
0ebe584c-1baf-41aa-b270-f48549527ecf,69a6fcb68d2c56aa82e48a56,SO,69,178,5,24,5,13,24,43,8,11,40,8,26,30,68,31,21,20,10,4,PG,31,21,10
17694da1-cf52-4934-8755-aaddb23e7cd0,69a6fcb68d2c56aa82e48a56,JR,72,198,86,67,62,65,61,64,46,55,84,30,65,84,36,67,71,70,54,37,SG,71,70,1
20cdb34e-4f62-47ef-889c-729045d6359b,69a6fcb68d2c56aa82e48a56,SO,70,170,26,33,9,41,48,51,10,8,31,23,45,78,69,46,38,27,15,8,PG,46,38,8
23df2d9a-dabf-4777-96db-d7412b988291,69a6fcb68d2c56aa82e48a56,SR,74,201,40,26,23,32,5,34,19,46,58,56,13,73,62,28,33,42,31,19,SF,42,33,9
2e0089ee-a3e6-4c2d-8822-170fbbd335ac,69a6fcb68d2c56aa82e48a56,SR,77,239,15,85,86,19,58,6,70,84,11,55,78,80,92,41,52,52,75,58,PF,75,58,17
2e203d0c-8ac0-4f2b-938c-eada92a57d00,69a6fcb68d2c56aa82e48a56,JR,67,199,38,40,32,31,34,9,15,17,14,45,39,26,80,25,34,25,21,15,SG,34,25,9
3a910b40-f05c-4624-9555-aeb13faf56e6,69a6fcb68d2c56aa82e48a56,SO,70,174,65,88,26,45,71,38,32,35,71,100,45,94,41,54,71,56,37,24,SG,71,56,15
4e0e13d8-ae9a-4bc1-a852-86ff10c9292f,69a6fcb68d2c56aa82e48a56,FR,70,180,18,30,10,11,17,9,7,8,10,13,22,38,13,16,21,14,11,6,SG,21,16,5
9859cfc9-3290-46bb-9581-cb9518c081f1,69a6fcb68d2c56aa82e48a56,SO,74,187,7,8,20,41,41,29,42,24,11,4,35,22,88,30,20,19,28,14,PG,30,28,2
b3fab5a0-9a2e-41f8-89d4-271eaaceb6ad,69a6fcb68d2c56aa82e48a56,SR,81,248,85,16,99,24,40,13,89,93,29,45,74,53,31,37,32,59,84,95,C,95,84,11
bfe77fe9-6fdb-44d1-9616-1b0de46667ae,69a6fcb68d2c56aa82e48a56,FR,67,159,22,15,10,29,30,24,26,11,1,29,18,13,64,21,19,12,15,10,PG,21,19,2
c88c3ece-1dc8-4f53-8577-2c9494d2a503,69a6fcb68d2c56aa82e48a56,JR,76,228,49,6,60,21,18,17,51,69,27,43,45,29,9,26,20,41,56,44,PF,56,44,12
e78e967d-86f8-4f31-b5f3-2729ac5c3ecb,69a6fcb68d2c56aa82e48a56,SR,67,158,39,11,25,91,60,92,15,36,70,95,77,61,26,76,48,50,27,17,PG,76,50,26
eaae738e-6170-4191-b6bf-f6cf4a291b30,69a6fcb68d2c56aa82e48a56,SO,74,214,9,3,25,12,18,9,25,15,5,19,15,15,70,12,8,11,20,11,PF,20,12,8
24a33578-d7ff-46a2-b48b-2143614122ed,69a6fcb68d2c56aa82e48a57,JR,70,175,9,21,10,33,22,20,9,11,22,5,34,24,8,26,24,18,11,6,PG,26,24,2
27f01228-279c-4e5b-b463-99f578dd88c8,69a6fcb68d2c56aa82e48a57,SR,73,200,25,31,54,20,23,10,71,42,9,60,41,34,48,23,26,30,49,29,PF,49,30,19
4eedaa78-57c2-4714-9716-8314466e7992,69a6fcb68d2c56aa82e48a57,FR,67,159,3,7,1,32,3,25,6,19,9,13,20,9,32,18,14,13,9,4,PG,18,14,4
69e37c36-77cd-4d9d-ae97-0ab85d27f5b9,69a6fcb68d2c56aa82e48a57,SR,74,205,40,13,31,15,16,13,45,38,11,12,31,6,44,18,17,24,35,23,PF,35,24,11
a3269f39-4acb-4708-a3f3-48e56756c35d,69a6fcb68d2c56aa82e48a57,FR,75,210,52,5,38,2,15,8,50,24,15,55,28,8,62,14,12,21,34,25,PF,34,25,9
b2a51b35-fec8-4ba0-9155-9a0008b8a224,69a6fcb68d2c56aa82e48a57,FR,66,150,2,25,5,20,49,62,5,4,37,26,35,28,31,43,24,19,8,2,PG,43,24,19
b78c7115-a7ad-4bb1-98a7-822e88d5ecc0,69a6fcb68d2c56aa82e48a57,SR,74,204,73,52,70,75,55,47,68,70,71,58,44,82,92,55,63,69,63,42,SF,69,63,6
c1625529-4539-4e99-aedd-5b54235bfd6a,69a6fcb68d2c56aa82e48a57,SR,72,185,28,8,39,32,27,13,58,45,10,27,24,52,11,21,20,28,43,26,PF,43,28,15
c5242a24-b0fa-48ce-b148-299103be4221,69a6fcb68d2c56aa82e48a57,JR,69,168,8,27,17,44,36,29,17,14,82,49,8,69,30,34,36,37,17,8,SF,37,36,1
cf39c8b7-050d-4707-bdf6-5d3e20c0b777,69a6fcb68d2c56aa82e48a57,SR,72,190,65,86,22,74,66,58,33,44,74,106,72,85,18,69,78,62,42,25,SG,78,69,9
dfc97213-ecf1-418e-b01c-0d5043992c37,69a6fcb68d2c56aa82e48a57,FR,78,239,24,10,28,7,11,6,46,41,13,14,37,24,12,16,13,23,40,51,C,51,40,11
e022c1d8-b3a6-49d7-b2c3-9657f4b70b6b,69a6fcb68d2c56aa82e48a57,SO,72,173,26,26,18,25,15,31,8,9,12,18,12,34,26,21,24,17,15,9,SG,24,21,3
eba936b9-f30b-4fe1-b3ee-402cb9be9d6f,69a6fcb68d2c56aa82e48a57,FR,74,185,18,19,37,35,14,18,20,14,31,26,27,26,31,23,25,25,22,13,SG,25,25,0
edd432d7-b483-4813-861d-9b03d0d2ba95,69a6fcb68d2c56aa82e48a57,FR,68,167,16,28,19,2,30,25,4,15,4,31,19,7,53,19,16,13,11,8,PG,19,16,3
eefc46cc-42f6-468a-93ff-96286eec18b9,69a6fcb68d2c56aa82e48a57,SO,69,171,22,43,21,42,68,43,15,20,52,28,25,83,100,45,44,36,21,12,PG,45,44,1
12279faf-2c25-4f66-a057-8621c48f7982,69a6fcb68d2c56aa82e48a58,FR,70,177,1,24,2,15,30,32,25,31,5,16,12,3,52,20,16,14,18,9,PG,20,18,2
1a4c430b-b160-42a5-9de7-759e64726a81,69a6fcb68d2c56aa82e48a58,SR,73,188,22,6,25,10,17,5,26,13,12,26,54,23,51,21,13,16,23,13,PF,23,21,2
1ac0782e-e1b3-4cb6-9462-b1ff032ed9ed,69a6fcb68d2c56aa82e48a58,SR,80,244,62,26,75,14,62,8,68,89,11,37,70,95,16,38,33,51,74,84,C,84,74,10
29654adb-54cf-4584-85cc-976e8bada5cc,69a6fcb68d2c56aa82e48a58,SR,70,168,11,85,10,17,47,9,27,12,13,14,56,88,68,35,50,26,25,9,SG,50,35,15
2a5439f6-4e6d-4f0e-90f5-cb7f56e94ddb,69a6fcb68d2c56aa82e48a58,SR,73,195,87,45,67,64,74,56,46,66,86,26,61,84,52,65,62,72,57,40,SF,72,65,7
2b2c829f-d990-4463-9fa7-679126f14f58,69a6fcb68d2c56aa82e48a58,SO,75,217,48,14,73,15,37,15,79,70,27,39,62,27,13,32,23,44,62,40,PF,62,44,18
31699ab9-3855-44ae-87dc-76a6bca3190e,69a6fcb68d2c56aa82e48a58,FR,68,159,32,17,11,13,35,22,9,14,29,42,45,24,18,29,21,22,14,10,PG,29,22,7
493e2128-9168-4295-8d9a-2c7259186406,69a6fcb68d2c56aa82e48a58,SR,68,205,3,25,45,57,25,28,5,60,44,26,45,12,64,35,33,42,28,17,SF,42,35,7
4c985ddd-4f6e-4be7-8476-8b8be842724e,69a6fcb68d2c56aa82e48a58,JR,72,190,9,15,23,29,11,27,18,50,61,13,59,18,17,35,25,39,29,15,SF,39,35,4
65f42052-4920-43e4-b39c-0066a20d2cbf,69a6fcb68d2c56aa82e48a58,JR,75,199,41,78,72,35,88,38,63,36,24,63,75,92,74,58,59,46,55,32,SG,59,58,1
670a92ad-fea1-44c9-b8c8-c1a0c46dc7ef,69a6fcb68d2c56aa82e48a58,SR,70,177,63,87,21,69,83,72,29,10,95,89,78,83,47,78,80,58,30,18,SG,80,78,2
a04ece8d-f769-4861-82a6-3339cdb87cf5,69a6fcb68d2c56aa82e48a58,SO,67,159,28,20,4,18,1,6,22,21,27,15,3,9,65,9,19,20,15,11,SF,20,19,1
a3860d21-e625-4b2a-bd76-51c5ff5958af,69a6fcb68d2c56aa82e48a58,JR,74,207,47,50,33,26,21,18,29,45,33,13,32,20,28,26,38,38,35,23,SG,38,38,0
b97f8a36-2532-4fe9-af35-5f42ab24a737,69a6fcb68d2c56aa82e48a58,SO,73,181,15,8,37,35,24,38,14,16,19,62,86,28,92,44,22,24,23,12,PG,44,24,20
d664ffa7-8320-4050-97bb-bc4ff162b5cf,69a6fcb68d2c56aa82e48a58,FR,74,200,17,7,25,9,11,8,25,21,14,9,39,14,6,17,11,17,23,13,PF,23,17,6
0add5f1e-8da2-486e-8927-ced609e0c6cc,69a6fcb68d2c56aa82e48a59,SR,78,228,50,26,72,7,56,5,87,65,12,35,85,25,71,36,27,40,70,71,C,71,70,1
1b444605-7f6e-495f-af71-4108eadbc89a,69a6fcb68d2c56aa82e48a59,SO,70,180,29,64,11,29,34,23,50,31,18,61,20,75,80,29,44,30,34,18,SG,44,34,10
23c5cfe7-e031-4a39-a9b7-dd9127747708,69a6fcb68d2c56aa82e48a59,JR,71,168,6,13,18,37,26,18,8,18,22,33,2,3,9,16,19,18,11,7,SG,19,18,1
2773f3d4-1b64-4b29-ac1d-37043c17438d,69a6fcb68d2c56aa82e48a59,SR,68,162,7,10,11,6,41,45,9,11,20,31,54,105,38,42,18,19,16,6,PG,42,19,23
30b4fb3d-6a8a-4ea8-a62e-aa4c1614bf0a,69a6fcb68d2c56aa82e48a59,FR,75,205,19,8,30,7,13,3,33,26,7,41,14,14,40,9,10,16,26,16,PF,26,16,10
3ace59bd-a5ac-4639-9549-c35d5e1d00c6,69a6fcb68d2c56aa82e48a59,SO,69,172,16,26,13,52,16,28,20,21,47,96,21,60,90,30,35,32,19,10,SG,35,32,3
4a571cf8-fb0f-43c3-8104-0cab2ee3e3d6,69a6fcb68d2c56aa82e48a59,FR,70,160,25,28,15,1,15,12,11,14,18,24,10,4,25,12,17,16,12,10,SG,17,16,1
5ea5f459-710e-489f-9973-c276ac874221,69a6fcb68d2c56aa82e48a59,JR,71,188,78,55,39,85,55,57,25,44,81,100,44,70,97,59,68,63,37,28,SG,68,63,5
90fd9806-3d58-432d-9a77-57cd478a2e52,69a6fcb68d2c56aa82e48a59,SR,74,207,43,22,16,16,28,18,34,42,19,9,65,32,60,32,25,30,34,20,PF,34,32,2
a3e25093-32f8-4933-865d-ff32c813d627,69a6fcb68d2c56aa82e48a59,JR,70,190,10,5,33,75,14,35,11,22,51,13,70,18,90,44,32,35,19,11,PG,44,35,9
b13b28cc-549c-421c-8eb8-73974a2270c0,69a6fcb68d2c56aa82e48a59,FR,68,174,6,19,18,10,20,20,22,9,31,16,18,32,10,20,17,18,15,8,PG,20,18,2
b7b3a416-ae6c-49bf-a5c5-0559e9be463c,69a6fcb68d2c56aa82e48a59,SR,76,216,99,85,84,75,45,75,66,90,93,38,20,66,24,59,78,84,76,61,SF,84,78,6
df743fbc-109b-460c-8b00-c0b5c2d324bc,69a6fcb68d2c56aa82e48a59,JR,70,179,46,27,39,76,65,65,26,25,76,86,64,75,19,66,52,51,30,20,PG,66,52,14
f369adfc-6cb6-4c9e-8725-dee69f5801aa,69a6fcb68d2c56aa82e48a59,JR,76,228,45,11,68,19,44,6,62,61,21,63,60,28,11,29,22,39,59,45,PF,59,45,14
f4c14001-290b-4e61-a8e8-2d57ab6cab91,69a6fcb68d2c56aa82e48a59,FR,73,182,18,6,38,29,12,7,42,34,29,19,11,21,53,14,17,26,32,20,PF,32,26,6
1ed3f0a1-6620-415a-8765-a8ddee34708f,69a6fcb68d2c56aa82e48a5a,JR,75,202,42,95,33,14,36,21,17,17,9,41,14,92,30,27,54,30,29,16,SG,54,30,24
27ba5b79-8bf4-4240-9c5b-7afeb3e92965,69a6fcb68d2c56aa82e48a5a,SR,67,162,21,25,11,31,17,20,44,31,43,27,19,38,30,24,28,30,28,16,SF,30,28,2
2d4fd983-68d5-45d9-9af3-d1688fcadf15,69a6fcb68d2c56aa82e48a5a,JR,69,172,77,94,35,8,16,4,6,55,46,31,23,15,4,20,55,49,31,26,SG,55,49,6
4c713af0-28b3-49cc-bb9a-351ebd0f7ff4,69a6fcb68d2c56aa82e48a5a,FR,69,167,14,23,23,21,29,32,7,25,30,6,26,3,41,27,22,23,15,10,PG,27,23,4
542e19ec-dd41-45fa-9e65-ac8ebcd13eb2,69a6fcb68d2c56aa82e48a5a,SO,72,200,32,16,28,101,41,18,29,19,89,11,36,12,52,41,48,47,25,16,SG,48,47,1
5ef6fd56-676a-4f08-a4ba-095ad39c6527,69a6fcb68d2c56aa82e48a5a,SO,71,196,22,17,21,44,41,18,10,9,24,13,14,21,6,24,26,20,12,9,SG,26,24,2
717f7d77-277e-4a58-8f1b-70d1837e3925,69a6fcb68d2c56aa82e48a5a,SR,68,162,13,26,28,26,25,24,15,15,28,25,18,24,20,23,24,22,16,11,SG,24,23,1
84369e66-6eec-4602-8292-d2d908f75a01,69a6fcb68d2c56aa82e48a5a,JR,76,212,65,49,91,14,42,25,61,96,21,38,46,10,8,32,37,54,72,57,PF,72,57,15
8e20b4ee-9900-450d-9250-3191797d2d36,69a6fcb68d2c56aa82e48a5a,SR,73,175,58,24,62,36,47,11,15,10,15,21,10,49,50,22,31,27,26,22,SG,31,27,4
b450cdf3-a04f-45ae-bcee-34484095664f,69a6fcb68d2c56aa82e48a5a,SR,72,190,80,16,51,27,11,5,51,90,18,8,20,28,46,15,26,47,55,41,PF,55,47,8
bcc1063d-7149-4e3b-8e98-4b8e72a6a54e,69a6fcb68d2c56aa82e48a5a,FR,70,181,22,44,29,15,44,33,91,90,48,23,28,33,71,34,34,49,60,35,PF,60,49,11
cc243642-eff7-433b-90f4-1258e778765a,69a6fcb68d2c56aa82e48a5a,JR,75,199,15,59,30,96,47,55,22,48,95,50,25,25,85,53,63,58,32,17,SG,63,58,5
d093e27a-81a8-4cce-b1c2-51e93cd6f68e,69a6fcb68d2c56aa82e48a5a,SR,75,212,72,91,13,88,39,15,66,23,69,79,56,54,24,47,80,55,44,26,SG,80,55,25
f43ec521-f884-496f-9461-e3c5d460c16d,69a6fcb68d2c56aa82e48a5a,FR,67,167,18,11,24,19,20,24,5,2,16,15,25,8,46,21,15,13,9,7,PG,21,15,6
fad23ee6-01ec-42f3-9b4b-44f65b4f9acf,69a6fcb68d2c56aa82e48a5a,SR,69,170,13,7,32,37,73,47,14,27,12,5,43,29,62,43,22,22,20,13,PG,43,22,21
2b7b22c7-6c06-4fb4-8992-96c3dcb8b0ab,69a6fcb68d2c56aa82e48a5b,SR,76,225,92,29,51,8,14,18,60,96,4,33,31,34,85,20,27,46,66,55,PF,66,55,11
45fee34b-726f-4679-b498-a7912a2ea73b,69a6fcb68d2c56aa82e48a5b,SO,77,222,53,19,31,68,32,19,94,95,32,29,72,96,26,44,43,57,76,61,PF,76,61,15
548d090e-16f2-4147-91d4-fbebb4226789,69a6fcb68d2c56aa82e48a5b,FR,72,188,5,5,5,2,8,4,7,5,6,10,6,4,2,5,4,5,8,3,PF,8,5,3
554ac0e0-4a9b-4da8-8dc5-70371136f325,69a6fcb68d2c56aa82e48a5b,JR,84,255,8,4,13,7,6,4,4,4,12,5,4,5,63,5,6,8,13,44,C,44,13,31
5ca1dfe2-ee0d-4682-afee-82a16040adaa,69a6fcb68d2c56aa82e48a5b,FR,71,161,27,15,7,27,11,12,22,3,4,13,6,20,46,12,18,11,12,9,SG,18,12,6
